5172	12079	327936	9.854070067182436E8	1.794814252382044E10
39	52	327680	9.820918435016776E8	1.7899820507711025E10
1788	6289	327680	9.787937312323387E8	1.785171464440901E10
6325	13767	327680	9.755125465733714E8	1.7803823504444153E10
10489	20312	327680	9.722481673549844E8	1.775614567105133E10
257	1237	326656	9.690004725607338E8	1.7708679740028053E10
10425	20214	326400	9.657693423140023E8	1.766142431959398E10
3956	10007	323584	9.625546578646667E8	1.7614378030252277E10
1874	6453	319380	9.59356301575958E8	1.756753950465295E10
7008	14900	317440	9.561741569114957E8	1.752090738745788E10
3663	9583	316672	9.530081084225088E8	1.7474480335207764E10
655	2819	316416	9.498580417352343E8	1.742825701619081E10
2842	8308	316160	9.467238435384874E8	1.7382236110313187E10
3022	8584	315392	9.436054015714079E8	1.733641630897121E10
184	690	310272	9.405026046113707E8	1.7290796314925198E10
1382	5056	308480	9.374153424620671E8	1.7245374842175037E10
1368	5002	308224	9.343435059417487E8	1.7200150615837395E10
539	2379	307200	9.312869868716297E8	1.7155122372024488E10
4400	10834	306944	9.282456780644534E8	1.7110288857724558E10
2958	8472	304640	9.252194733132077E8	1.7065648830683819E10
448	1930	304384	9.22208267380001E8	1.702120105929E10
1525	5551	303360	9.192119559850863E8	1.697694432245745E10
791	3307	301056	9.162304357960303E8	1.69328774095136E10
400	1784	300288	9.132636044170374E8	1.6888999120087107E10
1059	4130	299520	9.103113603784095E8	1.6845308263997276E10
1200	4628	299008	9.073736031261519E8	1.6801803661144997E10
2525	7713	298240	9.044502330117198E8	1.6758484141405113E10
1040	3999	295168	9.015411512818979E8	1.6715348544520115E10
2668	8001	294656	8.986462600688186E8	1.6672395719995222E10
785	3300	293888	8.957654623801147E8	1.6629624526994886E10
850	3447	293376	8.928986620891979E8	1.6587033834240484E10
1781	6259	293120	8.900457639256704E8	1.6544622519909435E10
3223	8895	293120	8.872066734658657E8	1.6502389471535582E10
4589	11172	289792	8.843812971235069E8	1.6460333585910774E10
